user_id,profile_type,username,age,gender,height_cm,weight_kg,bmi,primary_goal,fitness_level,medical_conditions,injuries,sleep_hours_avg,sleep_quality,stress_level,water_intake_liters,equipment_available,diet_type,food_allergies,weekly_food_budget_usd,session_duration_min,is_edge_case,edge_case_name
160,standard_synthetic,synth_user_160,35,other,195,65.4,17.2,endurance,advanced,,,8.0,good,8,3.9,Resistance Bands,low_carb,peanuts,30,20,False,
161,standard_synthetic,synth_user_161,47,other,195,75.9,20.0,muscle_gain,intermediate,,,8.3,excellent,5,2.3,Resistance Bands,omnivore,,170,90,False,
162,standard_synthetic,synth_user_162,54,male,186,95.5,27.6,endurance,beginner,Hypertension,,5.5,fair,8,2.6,Bodyweight Only,vegan,,63,45,False,
163,standard_synthetic,synth_user_163,35,male,160,89.5,35.0,endurance,advanced,,,6.2,fair,7,3.1,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"dairy,peanuts",84,60,False,
164,standard_synthetic,synth_user_164,26,male,192,70.2,19.0,fat_loss,intermediate,Hypertension,,7.8,excellent,2,2.1,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,56,45,False,
165,standard_synthetic,synth_user_165,37,female,163,64.1,24.1,fat_loss,advanced,Asthma,,7.3,fair,8,2.4,Dumbbells,vegan,,135,90,False,
166,standard_synthetic,synth_user_166,46,other,168,51.6,18.3,endurance,intermediate,,ankle,8.2,fair,5,3.1,Dumbbells,low_carb,gluten,183,90,False,
167,standard_synthetic,synth_user_167,56,other,173,80.7,27.0,muscle_gain,advanced,Osteoporosis,,6.6,poor,4,2.7,"Barbell,Dumbbells,Pull-Up Bar",vegan,,157,90,False,
168,standard_synthetic,synth_user_168,51,male,155,104.4,43.5,rehabilitation,advanced,"Asthma,Knee_Arthritis",ankle,5.7,excellent,2,1.5,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,97,30,False,
169,standard_synthetic,synth_user_169,21,male,180,82.8,25.6,rehabilitation,advanced,Glaucoma,,7.5,good,2,2.3,Dumbbells,vegan,,167,45,False,
170,standard_synthetic,synth_user_170,55,female,195,80.1,21.1,muscle_gain,beginner,Diabetes_T2,,6.0,excellent,2,2.6,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,200,30,False,
171,standard_synthetic,synth_user_171,18,male,163,91.6,34.5,maintenance,beginner,,ankle,6.5,good,2,3.4,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,139,45,False,
172,standard_synthetic,synth_user_172,22,other,171,77.9,26.6,maintenance,beginner,,,7.0,fair,6,1.9,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,59,30,False,
173,standard_synthetic,synth_user_173,50,other,155,49.8,20.7,muscle_gain,beginner,Knee_Arthritis,,8.7,poor,9,3.5,Bodyweight Only,vegan,,112,30,False,
174,standard_synthetic,synth_user_174,38,female,172,82.7,28.0,fat_loss,beginner,,,5.9,poor,7,1.7,Bodyweight Only,omnivore,,109,45,False,
175,standard_synthetic,synth_user_175,53,male,184,60.4,17.8,rehabilitation,beginner,,,6.9,excellent,4,3.3,Dumbbells,vegan,,31,60,False,
176,standard_synthetic,synth_user_176,32,male,189,75.6,21.2,maintenance,beginner,Hypertension,knee,5.8,fair,7,2.7,"Barbell,Dumbbells,Pull-Up Bar",vegan,soy,101,20,False,
177,standard_synthetic,synth_user_177,32,male,188,78.6,22.2,rehabilitation,beginner,Cardiac_Disease,knee,7.5,excellent,2,3.0,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,199,30,False,
178,standard_synthetic,synth_user_178,36,male,171,98.3,33.6,maintenance,beginner,"Glaucoma,Pregnancy_T3",lower_back,5.3,fair,3,3.4,"Barbell,Dumbbells,Pull-Up Bar",vegan,,57,30,False,
179,standard_synthetic,synth_user_179,47,female,175,65.1,21.3,endurance,intermediate,,shoulder,8.4,poor,3,3.5,Resistance Bands,low_carb,,40,30,False,
180,standard_synthetic,synth_user_180,27,female,160,77.9,30.4,muscle_gain,beginner,"Glaucoma,Osteoporosis",,8.8,excellent,9,3.4,Dumbbells,vegetarian,,148,20,False,
181,standard_synthetic,synth_user_181,25,male,155,62.8,26.1,fat_loss,advanced,Knee_Arthritis,,7.3,poor,1,4.0,Dumbbells,high_protein,gluten,62,20,False,
182,standard_synthetic,synth_user_182,25,female,157,87.6,35.5,endurance,beginner,,neck,6.5,excellent,3,2.4,Dumbbells,omnivore,soy,101,60,False,
183,standard_synthetic,synth_user_183,20,male,194,87.9,23.4,rehabilitation,intermediate,,,5.2,good,7,1.8,Dumbbells,low_carb,,93,90,False,
184,standard_synthetic,synth_user_184,42,male,177,81.6,26.0,maintenance,beginner,Pregnancy_T3,ankle,5.1,fair,1,3.7,Resistance Bands,vegetarian,,150,90,False,
185,standard_synthetic,synth_user_185,55,female,169,88.9,31.1,fat_loss,beginner,,,7.3,excellent,6,3.8,Dumbbells,vegan,,90,90,False,
186,standard_synthetic,synth_user_186,62,female,177,86.4,27.6,muscle_gain,intermediate,,,7.2,fair,8,1.6,"Barbell,Dumbbells,Pull-Up Bar",vegan,"dairy,gluten",184,30,False,
187,standard_synthetic,synth_user_187,51,male,185,60.0,17.5,fat_loss,beginner,"Knee_Arthritis,Glaucoma",,5.6,fair,2,3.6,Resistance Bands,vegetarian,gluten,125,60,False,
188,standard_synthetic,synth_user_188,24,other,176,60.7,19.6,maintenance,beginner,,,7.8,good,4,3.2,Dumbbells,high_protein,"soy,gluten",108,45,False,
189,standard_synthetic,synth_user_189,29,male,155,102.7,42.7,rehabilitation,intermediate,"Glaucoma,Cardiac_Disease",ankle,8.7,fair,10,1.8,Bodyweight Only,vegan,,114,20,False,
190,standard_synthetic,synth_user_190,40,male,175,67.6,22.1,maintenance,intermediate,Diabetes_T2,wrist,5.0,fair,4,3.2,Resistance Bands,omnivore,,57,20,False,
191,standard_synthetic,synth_user_191,42,male,183,93.0,27.8,fat_loss,intermediate,"Glaucoma,Knee_Arthritis",lower_back,8.2,fair,3,2.6,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,35,45,False,
192,standard_synthetic,synth_user_192,24,female,159,62.4,24.7,fat_loss,intermediate,Asthma,,7.4,excellent,1,2.6,Dumbbells,low_carb,,141,30,False,
193,standard_synthetic,synth_user_193,24,male,176,69.2,22.3,maintenance,intermediate,,,6.0,poor,7,2.9,Bodyweight Only,vegan,gluten,43,45,False,
194,standard_synthetic,synth_user_194,45,male,160,73.3,28.6,muscle_gain,advanced,Cardiac_Disease,,6.2,poor,8,3.6,Resistance Bands,high_protein,,150,60,False,
195,standard_synthetic,synth_user_195,34,other,160,75.0,29.3,muscle_gain,intermediate,,,5.2,excellent,8,2.2,Resistance Bands,low_carb,,45,30,False,
196,standard_synthetic,synth_user_196,60,other,161,51.6,19.9,fat_loss,intermediate,,,8.3,excellent,9,3.2,Bodyweight Only,low_carb,"dairy,gluten",90,60,False,
197,standard_synthetic,synth_user_197,23,female,180,85.9,26.5,muscle_gain,beginner,Asthma,,8.2,fair,1,2.6,Bodyweight Only,vegan,dairy,190,30,False,
198,standard_synthetic,synth_user_198,34,other,175,86.3,28.2,maintenance,intermediate,"Diabetes_T2,Hypertension",,7.1,poor,10,3.0,Bodyweight Only,vegetarian,,136,30,False,
199,standard_synthetic,synth_user_199,54,male,192,86.2,23.4,maintenance,advanced,"Diabetes_T2,Hypertension",,8.5,excellent,5,2.5,Bodyweight Only,low_carb,,185,60,False,
200,standard_synthetic,synth_user_200,29,male,172,78.1,26.4,muscle_gain,beginner,Glaucoma,,8.0,good,6,1.6,Resistance Bands,omnivore,gluten,101,60,False,
201,standard_synthetic,synth_user_201,61,other,161,88.8,34.3,maintenance,advanced,,,6.7,poor,4,2.6,Bodyweight Only,high_protein,gluten,162,45,False,
202,standard_synthetic,synth_user_202,50,male,165,63.0,23.1,muscle_gain,beginner,Glaucoma,,8.5,fair,1,2.1,Bodyweight Only,vegetarian,peanuts,122,30,False,
203,standard_synthetic,synth_user_203,41,female,184,69.2,20.4,endurance,advanced,Diabetes_T2,,6.8,excellent,10,2.9,Resistance Bands,vegan,,96,20,False,
204,standard_synthetic,synth_user_204,19,female,179,50.1,15.6,muscle_gain,intermediate,Knee_Arthritis,wrist,7.6,poor,1,2.7,Dumbbells,vegan,,183,20,False,
205,standard_synthetic,synth_user_205,34,male,193,96.2,25.8,endurance,intermediate,,wrist,6.8,fair,8,2.3,Bodyweight Only,low_carb,,56,20,False,
206,standard_synthetic,synth_user_206,60,other,178,71.6,22.6,endurance,beginner,,,6.3,good,6,3.7,Resistance Bands,omnivore,,78,30,False,
207,standard_synthetic,synth_user_207,33,other,158,81.8,32.8,fat_loss,advanced,Glaucoma,,7.0,good,5,3.8,Bodyweight Only,high_protein,,39,90,False,
208,standard_synthetic,synth_user_208,54,other,167,62.4,22.4,maintenance,beginner,Cardiac_Disease,wrist,8.4,fair,5,1.7,Dumbbells,omnivore,,173,30,False,
209,standard_synthetic,synth_user_209,39,other,160,57.3,22.4,maintenance,intermediate,,neck,7.3,excellent,2,2.7,"Barbell,Dumbbells,Pull-Up Bar",high_protein,gluten,79,90,False,
210,standard_synthetic,synth_user_210,61,male,179,83.8,26.2,muscle_gain,intermediate,,shoulder,6.6,excellent,3,2.3,Dumbbells,vegetarian,,154,45,False,
211,standard_synthetic,synth_user_211,29,other,175,74.6,24.4,rehabilitation,beginner,,,7.0,poor,3,3.0,Bodyweight Only,high_protein,dairy,139,60,False,
212,standard_synthetic,synth_user_212,18,female,157,70.4,28.6,fat_loss,advanced,Hypertension,ankle,7.9,fair,6,2.3,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,158,90,False,
213,standard_synthetic,synth_user_213,28,female,159,82.6,32.7,endurance,advanced,,,9.0,good,8,2.4,Dumbbells,vegan,gluten,133,20,False,
214,standard_synthetic,synth_user_214,32,male,163,69.5,26.2,fat_loss,intermediate,,,8.5,good,9,3.1,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,197,20,False,
215,standard_synthetic,synth_user_215,62,male,162,78.8,30.0,muscle_gain,beginner,,,7.8,poor,5,2.6,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,99,90,False,
216,standard_synthetic,synth_user_216,62,other,163,65.6,24.7,muscle_gain,advanced,Diabetes_T2,,5.8,good,9,3.9,Resistance Bands,high_protein,soy,105,30,False,
217,standard_synthetic,synth_user_217,53,male,186,101.0,29.2,fat_loss,beginner,Cardiac_Disease,,8.3,excellent,3,3.9,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,95,30,False,
218,standard_synthetic,synth_user_218,36,female,171,67.5,23.1,maintenance,intermediate,,,8.2,good,7,3.3,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,32,30,False,
219,standard_synthetic,synth_user_219,59,other,165,61.8,22.7,maintenance,beginner,Osteoporosis,knee,5.5,excellent,8,2.2,Bodyweight Only,high_protein,,137,30,False,
220,standard_synthetic,synth_user_220,26,male,158,104.2,41.7,rehabilitation,advanced,Diabetes_T2,,6.8,excellent,6,3.0,Dumbbells,high_protein,,154,20,False,
221,standard_synthetic,synth_user_221,46,female,157,50.7,20.6,rehabilitation,advanced,Hypertension,,7.3,good,9,2.8,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,199,30,False,
222,standard_synthetic,synth_user_222,40,female,179,54.2,16.9,muscle_gain,beginner,Hypertension,,8.0,good,4,2.3,Resistance Bands,vegetarian,"soy,dairy",159,30,False,
223,standard_synthetic,synth_user_223,59,other,179,64.9,20.3,fat_loss,intermediate,,,6.8,poor,8,3.4,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,soy,133,60,False,
224,standard_synthetic,synth_user_224,53,male,190,60.0,16.6,maintenance,advanced,,,7.2,excellent,6,2.4,"Barbell,Dumbbells,Pull-Up Bar",vegan,,146,45,False,
225,standard_synthetic,synth_user_225,57,other,193,67.9,18.2,fat_loss,intermediate,Cardiac_Disease,,6.4,good,9,2.8,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,dairy,72,60,False,
226,standard_synthetic,synth_user_226,44,male,161,71.4,27.5,endurance,beginner,,,7.9,poor,7,1.6,"Barbell,Dumbbells,Pull-Up Bar",high_protein,dairy,147,90,False,
227,standard_synthetic,synth_user_227,26,other,186,48.2,13.9,rehabilitation,beginner,Glaucoma,neck,7.9,fair,2,2.5,Resistance Bands,low_carb,"dairy,gluten",128,60,False,
228,standard_synthetic,synth_user_228,62,other,170,59.5,20.6,rehabilitation,intermediate,"Osteoporosis,Knee_Arthritis",shoulder,8.4,good,9,3.1,Dumbbells,vegan,,189,45,False,
229,standard_synthetic,synth_user_229,40,other,163,89.2,33.6,maintenance,advanced,Asthma,,5.5,good,9,2.7,Bodyweight Only,low_carb,,103,60,False,
230,standard_synthetic,synth_user_230,51,male,161,61.1,23.6,muscle_gain,intermediate,,,7.7,fair,1,3.2,Resistance Bands,vegan,,168,20,False,
231,standard_synthetic,synth_user_231,46,female,161,73.9,28.5,muscle_gain,advanced,Knee_Arthritis,,8.1,good,1,3.8,Bodyweight Only,high_protein,,110,90,False,
232,standard_synthetic,synth_user_232,18,male,171,69.1,23.6,rehabilitation,advanced,Cardiac_Disease,wrist,8.0,fair,4,2.2,Dumbbells,vegetarian,gluten,77,30,False,
233,standard_synthetic,synth_user_233,50,other,162,63.8,24.3,rehabilitation,intermediate,,,5.0,excellent,3,1.6,Resistance Bands,low_carb,,43,90,False,
234,standard_synthetic,synth_user_234,37,other,186,81.2,23.5,muscle_gain,advanced,,,5.3,fair,7,2.9,Bodyweight Only,vegetarian,dairy,119,30,False,
235,standard_synthetic,synth_user_235,60,male,176,74.9,24.2,rehabilitation,advanced,,ankle,5.0,good,8,2.1,Dumbbells,vegetarian,,112,60,False,
236,standard_synthetic,synth_user_236,42,male,171,84.3,28.8,rehabilitation,intermediate,,lower_back,6.9,good,4,2.3,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,72,90,False,
237,standard_synthetic,synth_user_237,18,other,195,50.7,13.3,rehabilitation,advanced,Knee_Arthritis,neck,8.5,excellent,2,3.4,Dumbbells,vegetarian,dairy,147,45,False,
238,standard_synthetic,synth_user_238,23,male,159,62.4,24.7,maintenance,intermediate,Diabetes_T2,,6.6,excellent,7,2.3,Bodyweight Only,vegetarian,,166,20,False,
239,standard_synthetic,synth_user_239,57,other,159,79.8,31.6,rehabilitation,beginner,,,6.2,good,10,1.7,Bodyweight Only,high_protein,,131,20,False,
240,standard_synthetic,synth_user_240,28,female,189,57.2,16.0,maintenance,beginner,Osteoporosis,shoulder,7.2,fair,2,1.6,Bodyweight Only,low_carb,,170,20,False,
241,standard_synthetic,synth_user_241,31,female,177,56.9,18.2,maintenance,beginner,"Asthma,Diabetes_T2",,5.5,poor,9,2.7,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,47,45,False,
242,standard_synthetic,synth_user_242,30,male,192,81.9,22.2,fat_loss,intermediate,,,7.5,fair,6,2.7,Resistance Bands,low_carb,,198,45,False,
243,standard_synthetic,synth_user_243,55,other,164,71.8,26.7,fat_loss,intermediate,,,6.0,fair,7,2.2,Resistance Bands,vegan,,114,60,False,
244,standard_synthetic,synth_user_244,46,female,177,80.5,25.7,fat_loss,intermediate,,,8.4,fair,9,2.0,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,34,90,False,
245,standard_synthetic,synth_user_245,19,other,192,72.3,19.6,rehabilitation,intermediate,Knee_Arthritis,ankle,7.6,fair,6,2.5,Resistance Bands,vegan,,148,90,False,
246,standard_synthetic,synth_user_246,23,other,180,63.3,19.5,muscle_gain,intermediate,,,5.6,fair,8,3.8,"Barbell,Dumbbells,Pull-Up Bar",vegan,"dairy,gluten",154,30,False,
247,standard_synthetic,synth_user_247,34,male,178,70.5,22.3,maintenance,beginner,Pregnancy_T3,,7.8,good,5,2.9,Dumbbells,high_protein,"peanuts,soy",197,60,False,
248,standard_synthetic,synth_user_248,55,female,159,69.7,27.6,maintenance,intermediate,,ankle,8.2,poor,9,3.7,Bodyweight Only,vegan,,88,20,False,
249,standard_synthetic,synth_user_249,59,other,172,56.9,19.2,muscle_gain,intermediate,,,8.2,poor,8,3.2,Bodyweight Only,vegan,peanuts,181,30,False,
250,standard_synthetic,synth_user_250,44,other,156,58.2,23.9,rehabilitation,beginner,,,8.6,fair,1,1.9,Dumbbells,low_carb,,133,90,False,
251,standard_synthetic,synth_user_251,58,other,156,84.9,34.9,endurance,intermediate,Osteoporosis,shoulder,5.7,excellent,10,1.9,Dumbbells,low_carb,,198,90,False,
252,standard_synthetic,synth_user_252,28,female,176,86.7,28.0,muscle_gain,beginner,,,5.1,excellent,3,3.0,Dumbbells,high_protein,,187,90,False,
253,standard_synthetic,synth_user_253,52,male,187,93.9,26.9,endurance,advanced,,,6.7,poor,9,2.6,Bodyweight Only,high_protein,"peanuts,gluten",119,90,False,
254,standard_synthetic,synth_user_254,62,other,191,52.1,14.3,fat_loss,intermediate,,,7.4,excellent,5,2.0,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,163,20,False,
255,standard_synthetic,synth_user_255,18,other,179,75.5,23.6,endurance,advanced,Pregnancy_T3,,7.3,good,9,2.6,Resistance Bands,low_carb,,100,60,False,
256,standard_synthetic,synth_user_256,44,male,190,95.3,26.4,maintenance,intermediate,,,7.3,excellent,3,3.6,"Barbell,Dumbbells,Pull-Up Bar",vegan,,144,30,False,
257,standard_synthetic,synth_user_257,31,male,187,78.0,22.3,fat_loss,beginner,,,6.6,poor,2,3.6,Bodyweight Only,low_carb,,141,20,False,
258,standard_synthetic,synth_user_258,34,male,169,76.7,26.9,rehabilitation,intermediate,Glaucoma,neck,7.8,poor,3,3.1,Bodyweight Only,vegetarian,,81,90,False,
259,standard_synthetic,synth_user_259,30,female,157,80.9,32.8,fat_loss,intermediate,,,6.0,poor,3,1.7,Resistance Bands,high_protein,,120,60,False,
260,standard_synthetic,synth_user_260,55,female,167,69.7,25.0,rehabilitation,advanced,Diabetes_T2,ankle,6.4,good,4,3.0,Dumbbells,high_protein,,133,90,False,
261,standard_synthetic,synth_user_261,34,male,166,78.3,28.4,fat_loss,advanced,,,8.8,good,8,3.9,Bodyweight Only,vegan,,116,60,False,
262,standard_synthetic,synth_user_262,47,other,192,84.2,22.8,muscle_gain,advanced,,,7.8,good,7,3.9,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,93,45,False,
263,standard_synthetic,synth_user_263,43,male,176,63.4,20.5,muscle_gain,advanced,"Cardiac_Disease,Asthma",,7.7,fair,8,3.3,Dumbbells,vegan,gluten,97,30,False,
264,standard_synthetic,synth_user_264,30,male,170,97.6,33.8,fat_loss,advanced,,knee,8.8,excellent,6,3.1,Bodyweight Only,low_carb,"soy,gluten",100,60,False,
265,standard_synthetic,synth_user_265,50,male,172,77.9,26.3,rehabilitation,beginner,Asthma,,7.0,excellent,3,2.6,"Barbell,Dumbbells,Pull-Up Bar",low_carb,soy,147,45,False,
266,standard_synthetic,synth_user_266,18,other,155,76.3,31.8,maintenance,beginner,,,7.2,fair,5,2.7,Resistance Bands,omnivore,,77,60,False,
267,standard_synthetic,synth_user_267,31,female,181,77.4,23.6,rehabilitation,beginner,,lower_back,8.9,fair,2,3.3,Dumbbells,low_carb,,140,60,False,
268,standard_synthetic,synth_user_268,27,male,164,81.3,30.2,rehabilitation,advanced,,,7.9,excellent,5,2.1,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,55,30,False,
269,standard_synthetic,synth_user_269,31,male,171,81.4,27.8,maintenance,advanced,Cardiac_Disease,,7.2,good,6,1.5,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,185,30,False,
270,standard_synthetic,synth_user_270,54,other,189,55.3,15.5,endurance,beginner,Pregnancy_T3,,6.5,good,8,3.1,Dumbbells,vegan,,193,45,False,
271,standard_synthetic,synth_user_271,58,female,194,72.0,19.1,maintenance,intermediate,Diabetes_T2,,7.6,good,10,3.1,Resistance Bands,high_protein,,122,90,False,
272,standard_synthetic,synth_user_272,46,other,181,55.0,16.8,fat_loss,beginner,Asthma,,5.7,poor,2,1.7,Bodyweight Only,low_carb,,43,20,False,
273,standard_synthetic,synth_user_273,51,female,160,52.4,20.5,muscle_gain,beginner,Diabetes_T2,,8.0,excellent,3,1.8,Dumbbells,vegetarian,gluten,38,45,False,
274,standard_synthetic,synth_user_274,48,female,184,88.9,26.3,rehabilitation,beginner,,,7.4,excellent,10,2.6,Resistance Bands,omnivore,,153,90,False,
275,standard_synthetic,synth_user_275,23,male,183,73.9,22.1,rehabilitation,beginner,,,6.4,excellent,9,1.5,Bodyweight Only,high_protein,,106,20,False,
276,standard_synthetic,synth_user_276,36,female,193,57.7,15.5,rehabilitation,intermediate,,,6.6,fair,7,3.6,Dumbbells,omnivore,,50,60,False,
277,standard_synthetic,synth_user_277,33,other,188,80.1,22.7,maintenance,intermediate,"Osteoporosis,Asthma",,5.8,poor,3,1.8,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,188,60,False,
278,standard_synthetic,synth_user_278,62,female,194,68.7,18.3,fat_loss,intermediate,,,6.1,excellent,1,2.1,Dumbbells,vegetarian,"peanuts,soy",156,30,False,
279,standard_synthetic,synth_user_279,44,female,174,81.0,26.8,fat_loss,intermediate,,,5.3,fair,1,2.2,Bodyweight Only,vegetarian,,169,60,False,
280,standard_synthetic,synth_user_280,30,male,171,96.8,33.1,endurance,beginner,Diabetes_T2,wrist,8.0,poor,4,2.7,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,200,30,False,
281,standard_synthetic,synth_user_281,42,female,174,87.3,28.8,maintenance,intermediate,,,7.6,fair,6,3.7,Dumbbells,vegetarian,peanuts,90,60,False,
282,standard_synthetic,synth_user_282,18,female,165,81.4,29.9,fat_loss,advanced,,,8.1,excellent,10,1.9,"Barbell,Dumbbells,Pull-Up Bar",vegan,,70,60,False,
283,standard_synthetic,synth_user_283,61,male,194,75.2,20.0,rehabilitation,beginner,"Hypertension,Cardiac_Disease",,5.5,fair,6,4.0,Resistance Bands,high_protein,,79,20,False,
284,standard_synthetic,synth_user_284,42,other,177,78.4,25.0,rehabilitation,advanced,,,7.0,fair,9,2.4,Bodyweight Only,omnivore,gluten,183,90,False,
285,standard_synthetic,synth_user_285,22,male,188,67.0,19.0,fat_loss,advanced,,,7.0,fair,1,3.0,Resistance Bands,low_carb,,91,45,False,
286,standard_synthetic,synth_user_286,22,other,189,82.4,23.1,rehabilitation,intermediate,,,6.3,good,2,1.7,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,dairy,63,30,False,
287,standard_synthetic,synth_user_287,30,male,161,81.8,31.6,rehabilitation,advanced,,,7.8,good,1,2.4,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,soy,83,60,False,
288,standard_synthetic,synth_user_288,47,male,195,62.7,16.5,rehabilitation,intermediate,,neck,7.1,poor,5,1.7,Dumbbells,low_carb,peanuts,54,20,False,
289,standard_synthetic,synth_user_289,32,other,189,64.2,18.0,muscle_gain,advanced,,,8.0,excellent,2,3.4,Resistance Bands,high_protein,,200,60,False,
290,standard_synthetic,synth_user_290,28,male,166,84.7,30.7,rehabilitation,intermediate,,,8.7,good,9,4.0,Resistance Bands,omnivore,,135,60,False,
291,standard_synthetic,synth_user_291,38,other,193,58.1,15.6,maintenance,intermediate,,,8.8,excellent,7,1.5,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,182,20,False,
292,standard_synthetic,synth_user_292,26,other,174,48.3,16.0,rehabilitation,advanced,"Knee_Arthritis,Glaucoma",,7.2,fair,2,1.6,Resistance Bands,vegan,gluten,65,45,False,
293,standard_synthetic,synth_user_293,55,female,170,57.8,20.0,muscle_gain,advanced,Diabetes_T2,,5.3,good,8,1.9,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,194,45,False,
294,standard_synthetic,synth_user_294,54,male,179,63.5,19.8,endurance,beginner,,lower_back,8.5,fair,10,3.8,Bodyweight Only,vegetarian,soy,108,90,False,
295,standard_synthetic,synth_user_295,38,male,189,85.4,23.9,endurance,intermediate,,,8.0,poor,4,2.6,Bodyweight Only,vegan,,63,45,False,
296,standard_synthetic,synth_user_296,48,male,191,93.5,25.6,endurance,advanced,,,5.5,fair,8,2.9,Bodyweight Only,high_protein,,196,90,False,
297,standard_synthetic,synth_user_297,53,male,194,104.9,27.9,endurance,intermediate,,,7.7,poor,2,3.2,Bodyweight Only,omnivore,,119,30,False,
298,standard_synthetic,synth_user_298,40,female,193,75.5,20.3,rehabilitation,beginner,Asthma,ankle,6.8,fair,4,3.2,Dumbbells,vegetarian,soy,58,20,False,
299,standard_synthetic,synth_user_299,57,male,164,99.1,36.8,endurance,intermediate,Hypertension,,5.1,fair,9,2.0,Resistance Bands,low_carb,gluten,153,90,False,
300,standard_synthetic,synth_user_300,27,other,156,63.8,26.2,rehabilitation,intermediate,"Hypertension,Asthma",,5.2,poor,2,2.5,Resistance Bands,omnivore,,57,20,False,
301,standard_synthetic,synth_user_301,59,female,179,57.7,18.0,rehabilitation,beginner,,knee,5.7,excellent,9,3.8,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,"soy,gluten",93,90,False,
302,standard_synthetic,synth_user_302,39,female,186,64.5,18.6,maintenance,beginner,,,9.0,good,1,3.1,Bodyweight Only,vegetarian,,172,45,False,
303,standard_synthetic,synth_user_303,27,male,176,100.4,32.4,rehabilitation,advanced,Diabetes_T2,,7.7,excellent,4,2.9,Bodyweight Only,omnivore,,184,45,False,
304,standard_synthetic,synth_user_304,52,female,163,56.7,21.3,maintenance,advanced,,,7.8,fair,7,4.0,Dumbbells,low_carb,dairy,70,45,False,
305,standard_synthetic,synth_user_305,53,male,189,102.7,28.8,maintenance,intermediate,,,8.8,good,8,3.4,Resistance Bands,vegan,peanuts,78,20,False,
306,standard_synthetic,synth_user_306,29,male,156,94.3,38.7,rehabilitation,beginner,Osteoporosis,,5.9,poor,6,1.7,Bodyweight Only,vegan,,158,90,False,
307,standard_synthetic,synth_user_307,59,female,178,55.7,17.6,muscle_gain,beginner,,,6.6,poor,5,3.9,Dumbbells,vegan,,82,20,False,
308,standard_synthetic,synth_user_308,46,male,194,82.0,21.8,endurance,beginner,,,7.4,excellent,6,2.5,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,57,60,False,
309,standard_synthetic,synth_user_309,20,female,170,69.8,24.2,rehabilitation,advanced,,,8.9,fair,5,2.6,Resistance Bands,omnivore,,148,30,False,
310,standard_synthetic,synth_user_310,36,female,194,86.6,23.0,fat_loss,advanced,Asthma,,7.0,fair,10,3.8,Dumbbells,high_protein,,135,45,False,
311,standard_synthetic,synth_user_311,19,female,166,67.1,24.4,muscle_gain,advanced,Knee_Arthritis,knee,7.9,poor,2,3.3,Resistance Bands,vegetarian,,164,60,False,
312,standard_synthetic,synth_user_312,50,other,194,87.9,23.4,rehabilitation,advanced,,,8.5,fair,3,1.9,"Barbell,Dumbbells,Pull-Up Bar",high_protein,gluten,108,45,False,
313,standard_synthetic,synth_user_313,46,other,173,74.3,24.8,rehabilitation,intermediate,,,5.0,excellent,8,2.9,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,156,30,False,
314,standard_synthetic,synth_user_314,55,male,185,80.4,23.5,rehabilitation,intermediate,,,7.5,fair,1,2.0,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,39,30,False,
315,standard_synthetic,synth_user_315,60,male,191,97.7,26.8,muscle_gain,beginner,,knee,7.7,fair,8,3.4,Resistance Bands,vegetarian,,53,45,False,
316,standard_synthetic,synth_user_316,41,female,179,82.5,25.7,maintenance,intermediate,Diabetes_T2,,7.1,fair,4,3.0,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,191,90,False,
